Invoice ID,Branch,City,Customer Type,Gender,Category,Product,Unit Price,Quantity,Payment Method,Rating,Date
INV-1428,Branch B,Mandalay,Member,Male,Fashion accessories,Wristwatch,73.65,9,E-wallet,9.5,2026-01-02
INV-1429,Branch A,Yangon,Normal,Male,Fashion accessories,Wristwatch,94.6,4,E-wallet,8.0,2026-02-11
INV-1430,Branch B,Mandalay,Normal,Female,Health and beauty,Mineral Sunscreen SPF 50,26.26,5,Cash,7.4,2026-02-17
INV-1431,Branch C,Naypyitaw,Normal,Male,Health and beauty,Hydrating Face Serum,33.26,4,Cash,5.4,2026-01-13
INV-1432,Branch A,Yangon,Normal,Female,Sports and travel,Non-Slip Yoga Mat,25.9,4,E-wallet,7.1,2026-01-14
INV-1433,Branch A,Yangon,Member,Male,Sports and travel,Non-Slip Yoga Mat,40.91,3,Cash,8.1,2026-01-05
INV-1434,Branch A,Yangon,Member,Female,Food and beverages,Almond Milk 1L Pack,6.85,4,E-wallet,7.0,2026-02-27
INV-1435,Branch C,Naypyitaw,Member,Male,Electronic accessories,Power Bank 20000mAh,41.83,9,Cash,8.1,2026-01-09
INV-1436,Branch C,Naypyitaw,Normal,Female,Food and beverages,Almond Milk 1L Pack,7.27,5,Credit card,6.5,2026-02-26
INV-1437,Branch B,Mandalay,Member,Female,Health and beauty,Herbal Shampoo,18.0,3,E-wallet,8.4,2026-03-11
INV-1438,Branch B,Mandalay,Normal,Female,Food and beverages,Extra Virgin Olive Oil,31.15,1,Credit card,7.6,2026-01-16
INV-1439,Branch A,Yangon,Member,Male,Home and lifestyle,Stainless Steel Water Bottle,31.1,5,Cash,8.2,2026-02-14
INV-1440,Branch A,Yangon,Member,Female,Fashion accessories,Leather Belt,23.3,5,Cash,6.0,2026-03-14
INV-1441,Branch A,Yangon,Normal,Male,Sports and travel,Collapsible Duffle Bag,27.41,2,Cash,6.1,2026-03-16
INV-1442,Branch B,Mandalay,Normal,Male,Fashion accessories,Leather Belt,20.4,10,Cash,6.1,2026-03-04
INV-1443,Branch B,Mandalay,Member,Male,Sports and travel,Collapsible Duffle Bag,30.03,10,Credit card,6.7,2026-02-24
INV-1444,Branch A,Yangon,Member,Female,Fashion accessories,Silk Scarf,21.36,6,Cash,8.1,2026-03-03
INV-1445,Branch B,Mandalay,Member,Male,Health and beauty,Bamboo Toothbrush Set,9.2,10,Cash,6.5,2026-01-18
INV-1446,Branch C,Naypyitaw,Member,Female,Sports and travel,Non-Slip Yoga Mat,44.98,9,Credit card,8.4,2026-03-16
INV-1447,Branch B,Mandalay,Normal,Female,Electronic accessories,Gaming Mouse,41.73,9,Credit card,8.3,2026-02-16
INV-1448,Branch B,Mandalay,Member,Male,Fashion accessories,Silk Scarf,26.53,2,Credit card,7.4,2026-03-26
INV-1449,Branch A,Yangon,Normal,Female,Home and lifestyle,Ceramic Coffee Mug Set,26.03,3,Credit card,7.6,2026-01-19
INV-1450,Branch C,Naypyitaw,Normal,Male,Electronic accessories,USB-C Fast Charger,24.9,4,Cash,6.9,2026-01-06
INV-1451,Branch C,Naypyitaw,Member,Male,Health and beauty,Aromatherapy Essential Oil,28.69,1,Cash,7.8,2026-01-14
INV-1452,Branch C,Naypyitaw,Normal,Male,Sports and travel,Travel Neck Pillow,22.1,10,Cash,7.9,2026-02-16
INV-1453,Branch C,Naypyitaw,Normal,Female,Home and lifestyle,Microfiber Bed Sheet,41.92,4,Credit card,6.8,2026-02-14
INV-1454,Branch B,Mandalay,Normal,Female,Home and lifestyle,Ceramic Coffee Mug Set,25.92,4,Cash,7.8,2026-01-28
INV-1455,Branch A,Yangon,Member,Male,Home and lifestyle,Scented Soy Candle,22.58,7,E-wallet,8.1,2026-03-03
INV-1456,Branch C,Naypyitaw,Member,Female,Home and lifestyle,Ceramic Coffee Mug Set,29.65,7,Cash,5.0,2026-03-15
INV-1457,Branch C,Naypyitaw,Member,Female,Home and lifestyle,Ceramic Coffee Mug Set,19.01,5,E-wallet,7.4,2026-02-21
INV-1458,Branch C,Naypyitaw,Normal,Female,Sports and travel,Travel Neck Pillow,27.26,4,Credit card,9.7,2026-03-03
INV-1459,Branch A,Yangon,Member,Male,Home and lifestyle,Ceramic Coffee Mug Set,32.3,3,Credit card,7.4,2026-01-22
INV-1460,Branch C,Naypyitaw,Normal,Male,Home and lifestyle,Stainless Steel Water Bottle,16.17,7,Credit card,5.6,2026-01-26
INV-1461,Branch C,Naypyitaw,Normal,Male,Fashion accessories,Wristwatch,50.2,8,E-wallet,7.7,2026-03-10
INV-1462,Branch C,Naypyitaw,Normal,Female,Health and beauty,Herbal Shampoo,23.53,9,E-wallet,8.8,2026-03-28
INV-1463,Branch C,Naypyitaw,Member,Male,Food and beverages,Organic Green Tea,17.77,7,Cash,8.4,2026-02-18
INV-1464,Branch B,Mandalay,Normal,Female,Health and beauty,Herbal Shampoo,13.82,4,E-wallet,5.4,2026-03-18
INV-1465,Branch C,Naypyitaw,Member,Female,Electronic accessories,Wireless Earbuds,52.34,2,Credit card,6.9,2026-01-27
INV-1466,Branch C,Naypyitaw,Normal,Male,Food and beverages,Organic Green Tea,10.17,10,Cash,8.6,2026-02-24
INV-1467,Branch C,Naypyitaw,Member,Male,Sports and travel,Quick-Dry Gym Towel,18.81,7,Credit card,7.6,2026-01-23
INV-1468,Branch B,Mandalay,Normal,Male,Food and beverages,Extra Virgin Olive Oil,23.55,7,E-wallet,8.6,2026-03-26
INV-1469,Branch A,Yangon,Normal,Male,Sports and travel,Resistance Bands Kit,13.81,9,Credit card,6.8,2026-03-12
INV-1470,Branch C,Naypyitaw,Normal,Female,Fashion accessories,Silk Scarf,37.19,1,E-wallet,8.5,2026-03-02
INV-1471,Branch C,Naypyitaw,Member,Female,Food and beverages,Artisan Dark Chocolate,9.08,10,Cash,7.0,2026-02-21
INV-1472,Branch C,Naypyitaw,Normal,Male,Sports and travel,Collapsible Duffle Bag,26.9,3,Credit card,7.2,2026-01-26
INV-1473,Branch C,Naypyitaw,Normal,Male,Fashion accessories,Polarized Sunglasses,47.44,9,Credit card,6.3,2026-01-22
INV-1474,Branch C,Naypyitaw,Member,Female,Sports and travel,Non-Slip Yoga Mat,47.32,2,E-wallet,8.3,2026-02-15
INV-1475,Branch C,Naypyitaw,Member,Female,Home and lifestyle,Scented Soy Candle,23.79,2,E-wallet,7.5,2026-03-13
INV-1476,Branch C,Naypyitaw,Member,Male,Fashion accessories,Wristwatch,97.01,8,E-wallet,7.6,2026-02-03
INV-1477,Branch A,Yangon,Member,Female,Home and lifestyle,Scented Soy Candle,20.05,6,E-wallet,8.4,2026-02-02
INV-1478,Branch C,Naypyitaw,Normal,Male,Sports and travel,Quick-Dry Gym Towel,21.56,10,Credit card,6.4,2026-02-13
INV-1479,Branch B,Mandalay,Normal,Female,Health and beauty,Hydrating Face Serum,31.8,7,Credit card,9.7,2026-03-28
INV-1480,Branch C,Naypyitaw,Member,Male,Health and beauty,Mineral Sunscreen SPF 50,25.81,1,E-wallet,6.5,2026-02-06
INV-1481,Branch A,Yangon,Member,Male,Electronic accessories,Gaming Mouse,71.91,8,Cash,6.2,2026-03-15
INV-1482,Branch B,Mandalay,Member,Female,Health and beauty,Herbal Shampoo,13.52,4,E-wallet,6.2,2026-01-26
INV-1483,Branch A,Yangon,Normal,Male,Fashion accessories,Polarized Sunglasses,24.2,2,Credit card,7.9,2026-03-20
INV-1484,Branch A,Yangon,Normal,Female,Health and beauty,Mineral Sunscreen SPF 50,27.79,8,E-wallet,8.7,2026-03-15
INV-1485,Branch B,Mandalay,Member,Male,Health and beauty,Herbal Shampoo,21.25,3,Cash,8.4,2026-03-03
INV-1486,Branch C,Naypyitaw,Member,Male,Health and beauty,Herbal Shampoo,16.86,2,Credit card,7.2,2026-03-30
INV-1487,Branch A,Yangon,Member,Female,Health and beauty,Bamboo Toothbrush Set,9.11,6,Credit card,6.4,2026-03-12
INV-1488,Branch B,Mandalay,Member,Male,Home and lifestyle,Microfiber Bed Sheet,41.54,8,Credit card,7.1,2026-02-17
INV-1489,Branch B,Mandalay,Normal,Male,Health and beauty,Herbal Shampoo,18.57,10,Credit card,8.4,2026-02-04
INV-1490,Branch A,Yangon,Normal,Male,Fashion accessories,Leather Belt,37.2,3,Credit card,4.5,2026-02-23
INV-1491,Branch B,Mandalay,Member,Male,Health and beauty,Mineral Sunscreen SPF 50,20.77,10,Cash,5.5,2026-01-21
INV-1492,Branch A,Yangon,Member,Male,Health and beauty,Hydrating Face Serum,39.09,6,Cash,6.9,2026-03-13
INV-1493,Branch B,Mandalay,Member,Male,Electronic accessories,Bluetooth Speaker,79.03,10,Cash,7.6,2026-03-25
INV-1494,Branch C,Naypyitaw,Member,Male,Food and beverages,Extra Virgin Olive Oil,25.46,8,E-wallet,7.2,2026-01-11
INV-1495,Branch B,Mandalay,Normal,Male,Sports and travel,Resistance Bands Kit,27.63,6,Credit card,7.7,2026-02-21
INV-1496,Branch A,Yangon,Member,Male,Fashion accessories,Casual Backpack,49.26,5,E-wallet,7.7,2026-02-20
INV-1497,Branch B,Mandalay,Normal,Male,Sports and travel,Collapsible Duffle Bag,42.19,8,Credit card,6.0,2026-01-03
INV-1498,Branch A,Yangon,Normal,Male,Sports and travel,Non-Slip Yoga Mat,25.9,7,Cash,5.2,2026-03-02
INV-1499,Branch C,Naypyitaw,Member,Male,Home and lifestyle,Scented Soy Candle,13.66,10,Cash,7.9,2026-02-19
INV-1500,Branch B,Mandalay,Member,Male,Health and beauty,Herbal Shampoo,11.97,3,Cash,7.9,2026-02-11
